genome,completeness,contamination,length,N50
EHA03651_bin.18.fa.gz,95.01,4.16,3131691,15982
EHA00717_bin.49.fa.gz,59.95,0.0,1006937,3369
EHA03755_bin.69.fa.gz,88.39,1.0,2993040,17347
EHA03781_bin.563.fa.gz,89.68,2.46,2620116,10207
EHA03694_bin.380.fa.gz,98.19,1.26,4264204,20882
EHA03419_bin.6.fa.gz,99.96,0.09,1765423,157250
EHA03373_bin.42.fa.gz,51.05,5.28,1731769,2394
EHA00660_bin.16.fa.gz,80.27,0.559,2225129,6093
EHA03755_bin.182.fa.gz,82.69,3.63,947822,3456
EHA03393_bin.6.fa.gz,59.97,8.3,1924792,2345
EHA03755_bin.385.fa.gz,54.82,2.65,1953639,3195
EHA03651_bin.259.fa.gz,97.45,2.58,1588056,35186
EHA03694_bin.291.fa.gz,63.35,2.84,2165925,5319
EHA01432_bin.104.fa.gz,65.46,0.862,2711126,13474
EHA03781_bin.344.fa.gz,95.66,3.34,3518893,7637
EHA01447_bin.9.fa.gz,96.57,5.637,3184985,8958
EHA03781_bin.582.fa.gz,95.45,0.84,2704820,73995
EHA03781_bin.29.fa.gz,88.31,0.81,2691613,115832
EHA03427_bin.20.fa.gz,55.35,5.83,2576697,2686
EHA03755_bin.320.fa.gz,82.05,1.17,2729450,8022
EHA03694_bin.443.fa.gz,83.59,0.97,1135020,6078
EHA03694_bin.311.fa.gz,81.63,2.26,793208,4714
EHA03426_bin.3.fa.gz,59.75,3.21,2513312,4492
EHA03781_bin.309.fa.gz,92.07,0.67,2647605,31914
EHA03651_bin.392.fa.gz,66.43,3.2,2535985,5540
EHA03651_bin.64.fa.gz,58.96,1.27,2083085,4212
EHA03694_bin.668.fa.gz,57.48,1.35,703234,5445
EHA03431_bin.22.fa.gz,98.1,0.0,2440397,58478
EHA03449_bin.17.fa.gz,97.03,0.0,1013187,671954
EHA00652_bin.18.fa.gz,96.28,1.14,6863807,157752
EHA01409_bin.17.fa.gz,82.65,1.643,2199050,4001
EHA00805_bin.2.fa.gz,98.92,0.0,3324795,151320
EHA00663_bin.2.fa.gz,73.26,1.098,675534,5953
EHA03651_bin.73.fa.gz,97.33,0.92,3781067,5493
EHA03422_bin.12.fa.gz,53.19,1.41,1054916,2817
EHA03598_bin.25.fa.gz,94.79,2.73,2607036,15085
EHA00564_bin.32.fa.gz,87.35,1.709,1890430,8929
EHA00650_bin.16.fa.gz,90.63,2.219,5069970,47474
EHA02915_bin.132.fa.gz,78.59,0.05,2413276,19378
EHA03781_bin.739.fa.gz,98.45,1.0,2396212,21358
EHA03755_bin.45.fa.gz,98.05,0.3,3430431,54206
EHA01825_bin.21.fa.gz,90.17,1.24,3568795,19235
EHA03755_bin.212.fa.gz,81.79,0.6,1323121,6060
EHA03694_bin.463.fa.gz,81.9,2.71,1955819,6296
EHA03449_bin.21.fa.gz,94.35,0.52,1697322,15830
EHA00656_bin.15.fa.gz,97.7,1.393,3841492,90022
EHA03694_bin.493.fa.gz,89.11,2.37,3448463,26153
EHA03592_bin.4.fa.gz,99.95,0.04,4121619,44705
EHA03694_bin.352.fa.gz,99.22,2.17,1831149,16185
EHA01436_bin.32.fa.gz,53.52,1.793,3337511,3149
EHA03781_bin.562.fa.gz,86.37,2.08,1492176,3366
EHA00657_bin.20.fa.gz,50.07,9.441,5509051,5486
EHA02869_bin.39.fa.gz,98.12,0.04,4266091,35004
EHA03781_bin.191.fa.gz,99.09,0.02,1906835,12571
EHA03451_bin.8.fa.gz,97.66,2.28,3169775,24737
EHA03781_bin.402.fa.gz,86.82,2.7,614547,3368
EHA03781_bin.570.fa.gz,99.8,0.65,952297,14517
EHA02919_bin.184.fa.gz,70.78,5.06,2648360,4008
EHA03781_bin.632.fa.gz,54.78,0.25,1882502,5361
EHA01447_bin.56.fa.gz,52.7,0.0,1666714,3376
EHA03396_bin.29.fa.gz,51.9,1.14,1712558,2825
EHA00723_bin.4.fa.gz,64.11,0.223,1357834,3001
EHA03440_bin.38.fa.gz,69.65,4.47,2015595,3526
EHA00717_bin.43.fa.gz,89.53,1.342,1687858,8075
EHA03755_bin.377.fa.gz,100.0,0.02,1330353,20968
EHA03597_bin.3.fa.gz,98.18,2.1,5502705,84579
EHA03440_bin.39.fa.gz,51.11,6.63,1652669,2283
EHA01443_bin.132.fa.gz,92.97,1.522,2365186,17532
EHA03449_bin.35.fa.gz,53.34,6.19,2613546,9980
EHA01443_bin.110.fa.gz,86.58,0.099,1040366,62004
EHA03376_bin.18.fa.gz,95.31,0.01,628764,12473
EHA01409_bin.76.fa.gz,80.7,0.877,1565754,9165
EHA03694_bin.107.fa.gz,99.17,4.47,5320111,12911
EHA03424_bin.27.fa.gz,53.73,6.84,1792293,2189
EHA03413_bin.5.fa.gz,79.37,1.0,3762517,5775
EHA03781_bin.332.fa.gz,96.34,3.69,2069944,10173
EHA03597_bin.26.fa.gz,83.17,1.22,5224674,76176
EHA02915_bin.102.fa.gz,67.37,4.02,1902619,3861
EHA00564_bin.13.fa.gz,92.69,0.0,1263168,153803
EHA01443_bin.112.fa.gz,74.91,3.187,3015933,5027
EHA03755_bin.235.fa.gz,77.2,1.15,2820130,11299
EHA01432_bin.19.fa.gz,98.04,1.436,4996951,50567
EHA00692_bin.2.fa.gz,52.82,9.404,2402752,2630
EHA01826_bin.41.fa.gz,85.78,0.38,3599954,4530
EHA03447_bin.21.fa.gz,98.51,0.24,3048031,70271
EHA03433_bin.12.fa.gz,74.02,1.01,2413782,3313
EHA01409_bin.75.fa.gz,83.17,0.645,2209788,2561
EHA03407_bin.17.fa.gz,50.51,0.56,962683,2764
EHA00643_bin.24.fa.gz,76.97,0.952,2133667,4495
EHA03694_bin.434.fa.gz,94.44,4.1,3169698,7054
EHA01415_bin.81.fa.gz,55.75,8.44,3041185,2327
EHA01409_bin.90.fa.gz,65.59,2.111,4445018,3534
EHA03414_bin.30.fa.gz,66.77,1.39,3620732,6041
EHA03443_bin.40.fa.gz,93.57,1.98,2743822,3954
EHA03755_bin.163.fa.gz,92.61,0.22,2697788,126431
EHA03382_bin.40.fa.gz,56.71,0.46,2847004,5847
EHA00651_bin.17.fa.gz,96.34,0.705,6521904,68740
EHA03651_bin.234.fa.gz,88.39,4.39,1953964,4586
EHA00672_bin.3.fa.gz,70.33,2.15,783295,4926
EHA00652_bin.13.fa.gz,99.25,2.973,6140517,128652
EHA03651_bin.31.fa.gz,80.43,9.33,3478049,22381
EHA02915_bin.93.fa.gz,65.52,0.48,2588421,2895
EHA00679_bin.12.fa.gz,51.63,1.415,2070385,2851
EHA03440_bin.37.fa.gz,100.0,1.15,3783809,50809
EHA03450_bin.30.fa.gz,98.19,0.64,5053937,20577
EHA03380_bin.6.fa.gz,99.91,0.05,3692441,70049
EHA03781_bin.241.fa.gz,99.51,1.9,1770396,14325
EHA03781_bin.673.fa.gz,70.21,0.77,2783767,4354
EHA00565_bin.14.fa.gz,97.58,1.478,3250918,16120
EHA03781_bin.541.fa.gz,96.55,3.13,1755778,2843
EHA03374_bin.17.fa.gz,68.34,3.5,4130024,77468
EHA03377_bin.18.fa.gz,85.05,2.17,1377370,10054
EHA03651_bin.298.fa.gz,78.69,1.48,2690866,5218
EHA03781_bin.398.fa.gz,81.31,0.77,1039762,8316
EHA03651_bin.323.fa.gz,87.52,1.76,2403546,5379
EHA03596_bin.17.fa.gz,77.34,1.75,2316132,5493
EHA03585_bin.5.fa.gz,50.82,9.42,2661297,2502
EHA03651_bin.215.fa.gz,93.22,1.11,4124460,15355
EHA00643_bin.1.fa.gz,62.24,0.0,2848344,6469
EHA03781_bin.16.fa.gz,96.94,0.0,3655470,32729
EHA03694_bin.418.fa.gz,87.48,2.22,3359985,14037
EHA03755_bin.30.fa.gz,73.09,2.09,3258856,4712
EHA01402_bin.38.fa.gz,65.84,1.724,3495570,5492
EHA00654_bin.8.fa.gz,91.32,1.183,2949808,10029
EHA01421_bin.95.fa.gz,55.07,9.619,2172091,2729
EHA03651_bin.104.fa.gz,93.65,1.34,1982181,36349
EHA02915_bin.52.fa.gz,99.93,0.63,2299482,63125
EHA01432_bin.85.fa.gz,98.15,1.898,3799083,22271
EHA03755_bin.317.fa.gz,94.17,0.13,3216647,10800
EHA03781_bin.733.fa.gz,100.0,1.38,3677810,10687
EHA00654_bin.16.fa.gz,90.39,0.537,4222011,20790
EHA01826_bin.2.fa.gz,97.09,4.26,5300740,31053
EHA03586_bin.12.fa.gz,72.51,0.19,2105624,3724
EHA03694_bin.412.fa.gz,96.68,0.06,3450720,18811
EHA03387_bin.50.fa.gz,80.96,2.22,3482221,6741
EHA03781_bin.554.fa.gz,99.37,0.67,1677238,42670
EHA00726_bin.10.fa.gz,95.39,0.32,3353820,36272
EHA00643_bin.29.fa.gz,88.17,0.0,1840772,82265
EHA03651_bin.376.fa.gz,50.0,2.91,4612964,18312
EHA00719_bin.26.fa.gz,50.68,3.448,3508524,10168
EHA03448_bin.14.fa.gz,67.33,3.09,3718266,7054
EHA01402_bin.14.fa.gz,96.08,0.944,3075550,81436
EHA03694_bin.575.fa.gz,61.07,2.84,1820244,4328
EHA03453_bin.21.fa.gz,81.45,1.3,2937195,8928
EHA03781_bin.456.fa.gz,100.0,0.39,2664499,46914
EHA03781_bin.171.fa.gz,95.26,0.04,992712,62816
EHA03694_bin.541.fa.gz,50.08,4.49,996144,3087
EHA03755_bin.36.fa.gz,85.97,6.65,4018899,5717
EHA00719_bin.9.fa.gz,51.78,4.385,1514036,2319
EHA01447_bin.75.fa.gz,69.7,3.054,2860188,3983
EHA03694_bin.140.fa.gz,98.54,0.03,3307799,35182
EHA03694_bin.194.fa.gz,77.26,4.02,4321818,5035
EHA03452_bin.11.fa.gz,99.98,1.11,5643362,114932
EHA03694_bin.173.fa.gz,89.89,4.85,1939797,4564
EHA02869_bin.23.fa.gz,84.68,3.79,4020115,5873
EHA00717_bin.5.fa.gz,99.1,1.342,1600877,194263
EHA00659_bin.42.fa.gz,60.84,7.128,4685423,3130
EHA03755_bin.25.fa.gz,77.17,3.11,3501244,16874
EHA01432_bin.76.fa.gz,81.91,2.801,5031755,7191
EHA00564_bin.6.fa.gz,94.12,0.806,2307112,10908
EHA03444_bin.2.fa.gz,100.0,0.0,5032201,156703
EHA01447_bin.26.fa.gz,73.25,1.817,3185344,6672
EHA00691_bin.3.fa.gz,99.04,0.0,2759863,33629
EHA00563_bin.5.fa.gz,67.49,0.671,3508748,118150
EHA03415_bin.45.fa.gz,52.39,7.49,1896189,5823
EHA03781_bin.409.fa.gz,79.85,5.31,1181513,4822
EHA03694_bin.86.fa.gz,97.09,0.02,3590244,13308
EHA00722_bin.16.fa.gz,95.65,1.256,3897475,81284
EHA03755_bin.77.fa.gz,88.07,0.18,3379060,14392
EHA03416_bin.43.fa.gz,90.97,0.29,4529326,54682
EHA01426_bin.41.fa.gz,96.3,0.42,3557373,18983
EHA03781_bin.68.fa.gz,70.66,2.83,3473009,4502
EHA03402_bin.10.fa.gz,88.18,0.37,3460382,26910
EHA03425_bin.13.fa.gz,86.13,0.77,2045804,7766
EHA03414_bin.16.fa.gz,99.9,0.06,3230432,160244
EHA01432_bin.77.fa.gz,99.29,2.149,3435821,20617
EHA00660_bin.12.fa.gz,95.96,0.0,2120320,195925
EHA01404_bin.101.fa.gz,65.0,0.0,4179510,23538
EHA03694_bin.143.fa.gz,95.49,1.04,3483748,30332
EHA03651_bin.264.fa.gz,86.87,1.91,2130856,6274
EHA03755_bin.327.fa.gz,73.91,2.29,2867309,4802
EHA01432_bin.56.fa.gz,84.89,5.06,1986967,5552
EHA01432_bin.164.fa.gz,59.85,0.671,1939265,3417
EHA03694_bin.681.fa.gz,51.92,3.3,1112964,2868
EHA00663_bin.4.fa.gz,98.27,0.0,4313604,103834
EHA03383_bin.6.fa.gz,89.83,1.61,912442,12374
EHA00563_bin.9.fa.gz,69.45,0.223,1943152,83074
EHA03597_bin.29.fa.gz,57.54,1.06,3323927,91297
EHA03436_bin.14.fa.gz,98.11,0.21,2282533,6559
EHA00660_bin.21.fa.gz,78.06,0.854,1859354,6234
EHA01447_bin.80.fa.gz,90.62,3.702,1752826,8237
EHA01415_bin.80.fa.gz,82.31,1.529,2612905,4204
EHA00688_bin.30.fa.gz,65.93,0.102,1182616,2957
EHA03450_bin.26.fa.gz,99.94,0.21,2304169,4733
EHA03584_bin.26.fa.gz,50.72,1.17,990868,2629
EHA03373_bin.21.fa.gz,99.91,0.79,6439076,188956
EHA00565_bin.17.fa.gz,90.16,0.843,2513014,9857
EHA01409_bin.2.fa.gz,87.91,3.44,1037077,5942
EHA00563_bin.29.fa.gz,90.59,1.709,2159108,48922
EHA00675_bin.4.fa.gz,63.52,4.166,2997827,2735
EHA00668_bin.10.fa.gz,85.42,1.825,3268655,7215
EHA00726_bin.26.fa.gz,70.48,0.128,4342754,21342
EHA03694_bin.307.fa.gz,74.97,1.58,805411,7732
EHA03755_bin.22.fa.gz,50.03,0.87,1356760,3705
EHA03781_bin.679.fa.gz,53.0,3.52,2434735,7169
EHA03450_bin.21.fa.gz,87.98,0.12,1864925,6485
EHA03385_bin.11.fa.gz,97.12,0.67,4126070,40896
EHA03651_bin.456.fa.gz,96.16,0.1,2035236,9312
EHA03384_bin.36.fa.gz,91.35,0.06,3021237,14768
EHA03694_bin.587.fa.gz,50.94,9.38,3323110,3629
EHA03447_bin.33.fa.gz,76.4,0.04,2588837,8314
EHA00717_bin.16.fa.gz,97.33,4.0,1913142,48259
EHA03398_bin.8.fa.gz,85.63,0.11,3468169,22475
EHA03394_bin.26.fa.gz,51.49,6.54,1790427,3092
EHA00658_bin.17.fa.gz,51.64,7.336,3616354,2605
EHA03412_bin.10.fa.gz,98.56,0.0,3531459,64111
EHA03427_bin.6.fa.gz,83.55,1.17,1991923,5913
EHA01426_bin.79.fa.gz,96.51,1.265,3781308,49709
EHA01415_bin.97.fa.gz,62.87,0.0,1784403,3918
EHA03755_bin.136.fa.gz,67.17,1.93,2309633,3929
EHA01443_bin.27.fa.gz,52.38,5.172,5359861,11686
EHA03586_bin.41.fa.gz,59.54,6.84,2797565,51329
EHA00717_bin.7.fa.gz,80.48,2.419,978486,9944
EHA03385_bin.43.fa.gz,50.28,0.96,1938984,5410
EHA03436_bin.9.fa.gz,98.28,1.17,3011443,5728
EHA03438_bin.3.fa.gz,90.19,2.07,3727043,10458
EHA03781_bin.576.fa.gz,95.14,1.15,2379161,19697
EHA00565_bin.1.fa.gz,97.38,2.881,4153155,71586
EHA03387_bin.29.fa.gz,57.04,1.5,2564686,5844
EHA03651_bin.161.fa.gz,85.74,0.96,2362386,8476
EHA03755_bin.294.fa.gz,75.7,1.58,2342708,4320
EHA00671_bin.18.fa.gz,93.16,2.564,2143813,49490
EHA00725_bin.16.fa.gz,98.2,0.473,4847325,42260
EHA03431_bin.4.fa.gz,99.97,0.0,2510706,49709
EHA03595_bin.4.fa.gz,50.95,2.99,3386411,2860
EHA01439_bin.62.fa.gz,98.66,1.444,2071204,44372
EHA00647_bin.6.fa.gz,94.62,0.537,1675350,10010
EHA03445_bin.29.fa.gz,92.86,1.45,1849455,2255
EHA03377_bin.7.fa.gz,73.28,2.83,2535740,3979
EHA03447_bin.3.fa.gz,87.95,0.09,1080284,3184
EHA00666_bin.8.fa.gz,99.1,1.342,804475,3152
EHA03392_bin.18.fa.gz,61.14,4.32,3251039,2753
EHA00686_bin.32.fa.gz,58.33,0.0,1674645,3195
EHA03395_bin.32.fa.gz,89.25,0.19,3319953,12112
EHA03431_bin.58.fa.gz,98.36,1.39,1813197,40278
EHA01404_bin.54.fa.gz,55.96,2.109,3128919,2848
EHA00721_bin.2.fa.gz,99.36,0.843,4144987,80654
EHA03445_bin.42.fa.gz,99.54,0.47,1046276,2746
EHA00646_bin.4.fa.gz,51.82,9.234,3757154,2364
EHA03415_bin.21.fa.gz,93.49,0.45,1316704,36937
EHA00645_bin.24.fa.gz,78.32,0.591,5044641,12411
EHA03430_bin.27.fa.gz,50.11,9.23,1987164,2183
EHA03597_bin.23.fa.gz,87.23,0.85,4229343,15166
EHA03781_bin.354.fa.gz,80.4,1.39,3325064,64062
EHA03694_bin.145.fa.gz,75.98,1.46,1513191,3900
EHA01415_bin.56.fa.gz,94.56,1.883,3481135,14163
EHA01432_bin.165.fa.gz,64.99,1.698,2570873,3259
EHA01421_bin.27.fa.gz,98.65,0.671,3298377,65080
EHA03781_bin.249.fa.gz,93.4,0.15,2954811,3490
EHA01432_bin.116.fa.gz,77.83,1.693,2696851,3266
EHA00650_bin.10.fa.gz,69.66,0.69,3949018,3990
EHA03755_bin.153.fa.gz,90.94,2.53,3945851,13080
EHA02919_bin.294.fa.gz,50.73,0.07,1554234,2220
EHA01443_bin.124.fa.gz,61.65,4.5,2193013,2756
EHA00725_bin.11.fa.gz,95.91,0.68,2707922,29931
EHA03378_bin.27.fa.gz,100.0,0.31,1534112,51008
EHA03420_bin.6.fa.gz,96.87,0.27,3795187,53118
EHA03379_bin.24.fa.gz,57.83,0.15,2461011,3363
EHA02919_bin.223.fa.gz,99.79,0.63,1492640,2853
EHA00727_bin.6.fa.gz,99.18,2.881,5529707,253512
EHA02919_bin.114.fa.gz,71.35,1.39,2923225,3267
EHA01404_bin.11.fa.gz,81.53,1.342,2101135,7765
EHA01404_bin.48.fa.gz,80.49,1.062,1752398,4343
EHA03755_bin.364.fa.gz,77.53,0.71,4037281,6014
EHA03781_bin.237.fa.gz,91.14,3.75,2102619,15291
EHA00669_bin.26.fa.gz,94.55,0.657,3317907,9965
EHA03694_bin.385.fa.gz,73.38,9.17,1747245,11560
EHA03755_bin.78.fa.gz,81.93,1.72,3520089,6773
EHA03432_bin.19.fa.gz,99.25,0.43,3615842,73233
EHA01409_bin.91.fa.gz,90.83,0.026,4402448,30065
EHA01404_bin.75.fa.gz,98.65,1.342,4220355,12113
EHA00681_bin.15.fa.gz,91.42,0.0,1758317,623042
EHA00563_bin.15.fa.gz,94.38,0.102,1696502,9130
EHA02869_bin.24.fa.gz,91.07,1.08,3912960,13382
EHA00641_bin.16.fa.gz,97.27,0.865,3100526,40357
EHA00563_bin.40.fa.gz,94.91,0.591,2304458,46489
EHA03781_bin.158.fa.gz,97.14,0.29,2449715,17731
EHA03597_bin.25.fa.gz,97.3,1.2,5658325,39752
EHA01447_bin.74.fa.gz,54.59,5.265,638935,2424
EHA03417_bin.14.fa.gz,96.71,0.04,3346847,80335
EHA03781_bin.470.fa.gz,99.8,0.47,3406700,88888
EHA03651_bin.217.fa.gz,92.89,1.9,2899059,24758
EHA01409_bin.89.fa.gz,68.05,3.116,1672517,14995
EHA01415_bin.5.fa.gz,90.28,1.403,4421526,10690
EHA02919_bin.131.fa.gz,97.42,1.0,1902534,20703
EHA03755_bin.346.fa.gz,69.25,2.41,4338042,15292
EHA02915_bin.19.fa.gz,96.88,0.07,2225202,79726
EHA01432_bin.35.fa.gz,94.44,2.109,3934227,15435
EHA03781_bin.604.fa.gz,92.43,3.57,2163432,3844
EHA03400_bin.20.fa.gz,73.3,2.58,3114330,7029
EHA00656_bin.11.fa.gz,50.23,2.426,2286155,2646
EHA03587_bin.20.fa.gz,95.98,1.08,4447596,142263
EHA03444_bin.8.fa.gz,52.48,1.75,1622466,3245
EHA03398_bin.3.fa.gz,61.72,3.8,2454653,3638
EHA03755_bin.362.fa.gz,61.26,0.98,754541,2825
EHA01404_bin.87.fa.gz,77.19,1.685,1240983,8554
EHA00660_bin.31.fa.gz,98.74,1.872,4697935,45745
EHA03694_bin.82.fa.gz,95.26,1.58,1970766,9534
EHA03587_bin.15.fa.gz,65.57,0.4,2095372,3548
EHA03436_bin.3.fa.gz,55.94,1.43,1636197,2872
EHA03781_bin.649.fa.gz,82.95,0.79,1904179,4259
EHA00563_bin.25.fa.gz,72.41,1.612,1039702,7524
EHA03755_bin.289.fa.gz,97.53,0.28,1255437,758633
EHA03755_bin.266.fa.gz,99.08,2.42,1639488,37206
EHA01443_bin.80.fa.gz,85.69,4.957,2758011,10771
EHA00722_bin.27.fa.gz,53.33,0.0,1054548,2907
EHA03453_bin.6.fa.gz,96.86,0.0,2394640,23911
EHA03694_bin.378.fa.gz,62.36,2.53,1741976,3736
EHA03593_bin.8.fa.gz,98.2,3.2,2309776,110789
EHA03781_bin.645.fa.gz,56.24,7.9,3692531,5495
EHA02919_bin.251.fa.gz,97.41,0.41,1074363,2968
EHA00724_bin.6.fa.gz,74.01,1.326,4106017,9850
EHA00728_bin.11.fa.gz,51.51,1.539,1219008,2405
EHA03380_bin.3.fa.gz,99.98,0.25,3177445,36419
EHA03651_bin.297.fa.gz,83.88,5.28,2142586,4581
EHA02869_bin.87.fa.gz,90.18,0.07,5438143,85847
EHA03393_bin.8.fa.gz,98.43,0.08,5090012,31891
EHA03411_bin.14.fa.gz,92.92,0.63,1986308,16279
EHA00717_bin.25.fa.gz,98.1,0.632,3246574,63435
EHA03651_bin.479.fa.gz,96.54,0.54,2123542,45742
EHA03694_bin.4.fa.gz,95.13,0.0,3694024,12456
EHA03416_bin.24.fa.gz,99.55,0.19,2131451,141414
EHA03781_bin.142.fa.gz,96.03,0.22,1915477,115705
EHA03755_bin.90.fa.gz,95.46,1.71,3549467,13769
EHA03781_bin.459.fa.gz,98.86,0.08,2668276,4336
EHA01409_bin.100.fa.gz,97.19,0.0,1278905,89821
EHA03651_bin.367.fa.gz,92.12,0.37,2603983,3142
EHA03755_bin.156.fa.gz,64.28,1.15,2091870,4766
EHA00663_bin.12.fa.gz,50.1,5.303,2390356,2463
EHA03384_bin.44.fa.gz,53.13,9.19,2318932,5039
EHA01826_bin.30.fa.gz,91.32,0.24,3894008,169833
EHA03375_bin.7.fa.gz,95.82,0.0,2141753,145630
EHA03651_bin.33.fa.gz,55.98,0.93,3935339,6845
EHA03781_bin.339.fa.gz,96.81,0.16,2108429,67061
EHA03439_bin.25.fa.gz,95.83,2.57,2238925,11105
EHA00688_bin.28.fa.gz,96.73,0.233,3337066,66032
EHA03596_bin.21.fa.gz,99.57,2.68,4004729,184514
EHA01404_bin.18.fa.gz,72.54,2.215,2677357,3804
EHA03781_bin.424.fa.gz,96.25,0.45,3429673,11804
EHA03402_bin.16.fa.gz,83.36,9.02,3286893,5610
EHA03388_bin.24.fa.gz,88.21,0.08,3048888,19352
EHA03416_bin.14.fa.gz,87.8,0.05,2555558,19002
EHA03593_bin.27.fa.gz,96.24,0.0,2243983,174205
EHA00720_bin.9.fa.gz,89.65,0.403,1889294,11535
EHA00657_bin.12.fa.gz,95.28,0.0,3131975,39276
EHA00651_bin.9.fa.gz,99.05,1.582,4543169,115195
EHA01443_bin.138.fa.gz,51.21,7.046,1430207,2937
EHA03694_bin.528.fa.gz,95.18,0.75,3006048,23222
EHA03694_bin.469.fa.gz,93.58,1.07,2414704,5331
EHA03781_bin.628.fa.gz,83.96,2.54,1268467,3367
EHA00563_bin.43.fa.gz,99.38,1.996,1961174,160343
EHA01443_bin.44.fa.gz,90.99,0.0,2497855,22877
EHA00726_bin.34.fa.gz,98.45,1.695,4331410,31746
EHA03427_bin.7.fa.gz,99.94,0.78,5439841,27276
EHA00804_bin.12.fa.gz,95.26,0.131,4191877,34814
EHA03694_bin.232.fa.gz,77.32,5.63,3359431,6629
EHA01426_bin.11.fa.gz,94.51,2.013,3482642,10488
EHA00728_bin.13.fa.gz,96.62,0.223,3227187,26623
EHA03694_bin.531.fa.gz,95.92,1.51,3441856,27590
EHA03432_bin.22.fa.gz,97.13,1.73,2076079,25632
EHA01409_bin.97.fa.gz,96.31,1.478,1809020,14462
EHA03694_bin.322.fa.gz,91.7,3.53,2692129,5844
EHA02915_bin.38.fa.gz,77.66,2.6,2558610,3383
EHA03373_bin.17.fa.gz,99.98,0.19,4933713,73361
EHA03651_bin.27.fa.gz,94.54,0.01,3788338,14465
EHA03694_bin.217.fa.gz,61.5,6.05,2806743,4544
EHA01443_bin.61.fa.gz,93.1,0.646,2921945,195311
EHA03399_bin.15.fa.gz,52.26,5.22,2614622,4834
EHA03781_bin.667.fa.gz,77.29,0.4,1846102,3723
EHA00658_bin.2.fa.gz,89.74,0.854,2031024,122925
EHA03651_bin.410.fa.gz,88.95,0.51,3521717,5604
EHA03417_bin.12.fa.gz,98.22,0.08,4689119,30433
EHA03435_bin.46.fa.gz,90.33,0.33,1598071,2818
EHA01447_bin.45.fa.gz,79.88,1.057,1989538,15151
EHA00641_bin.7.fa.gz,91.39,0.0,1173488,41853
EHA02919_bin.219.fa.gz,96.42,4.27,2150655,3411
EHA01404_bin.126.fa.gz,64.24,0.671,1482501,3661
EHA00685_bin.11.fa.gz,64.11,2.215,2718107,5816
EHA03419_bin.24.fa.gz,97.71,0.25,3321609,51180
EHA00662_bin.13.fa.gz,98.07,0.24,2426330,104910
EHA00685_bin.23.fa.gz,67.79,2.83,2185229,3228
EHA03391_bin.26.fa.gz,88.34,1.41,2930717,94924
EHA03597_bin.18.fa.gz,99.63,0.58,4695227,31894
EHA03390_bin.2.fa.gz,95.01,0.13,4689630,30979
EHA03694_bin.651.fa.gz,99.79,0.94,2889368,11249
EHA00564_bin.31.fa.gz,86.6,0.0,1761154,11321
EHA01426_bin.4.fa.gz,53.91,0.0,2517001,2920
EHA03385_bin.15.fa.gz,97.99,0.13,2555348,18804
EHA03375_bin.5.fa.gz,51.44,0.51,2247458,4037
EHA03781_bin.239.fa.gz,74.93,1.45,1530683,17612
EHA03755_bin.73.fa.gz,62.31,1.26,2659703,3958
EHA03781_bin.507.fa.gz,98.88,0.03,4506996,19041
EHA03755_bin.38.fa.gz,92.7,0.04,3682245,67601
EHA03755_bin.108.fa.gz,53.1,8.0,3701076,3476
EHA00688_bin.20.fa.gz,97.12,0.574,3513340,88105
EHA03423_bin.25.fa.gz,99.99,0.94,3747556,41352
EHA01409_bin.14.fa.gz,60.85,1.886,1458630,3366
EHA03694_bin.31.fa.gz,99.37,0.79,2477942,24313
EHA02915_bin.78.fa.gz,91.93,0.38,2446791,7185
EHA01404_bin.124.fa.gz,84.03,0.0,1982374,8210
EHA03781_bin.60.fa.gz,82.09,6.38,2804056,14177
EHA00660_bin.24.fa.gz,54.31,6.896,2814260,4994
EHA03587_bin.40.fa.gz,53.79,1.03,3222654,52110
EHA03651_bin.507.fa.gz,56.78,0.47,1579293,3118
EHA03447_bin.14.fa.gz,81.94,0.02,2550184,51386
EHA03651_bin.101.fa.gz,66.18,2.1,1393037,3266
EHA03453_bin.19.fa.gz,95.17,0.04,1635664,75172
EHA03447_bin.28.fa.gz,99.97,0.08,3431544,35404
EHA01447_bin.54.fa.gz,89.21,4.994,3168465,9733
EHA02919_bin.253.fa.gz,51.94,4.58,1022099,2922
EHA01825_bin.13.fa.gz,97.92,0.0,4037615,25855
EHA03781_bin.496.fa.gz,94.62,0.72,3203664,52435
EHA02869_bin.91.fa.gz,96.78,0.02,3403254,23371
EHA01421_bin.78.fa.gz,99.51,0.0,1976940,207094
EHA03781_bin.758.fa.gz,71.77,3.43,1222410,3308
EHA03694_bin.390.fa.gz,98.99,0.59,2304146,7899
EHA00805_bin.35.fa.gz,77.56,1.118,1524413,71646
EHA01415_bin.60.fa.gz,89.6,1.112,3360594,8870
EHA03375_bin.20.fa.gz,77.98,0.28,3995525,203398
EHA03651_bin.51.fa.gz,50.49,0.42,3465114,14213
EHA03399_bin.12.fa.gz,100.0,1.99,3957400,29404
EHA01443_bin.79.fa.gz,58.41,3.793,1505199,4156
EHA00720_bin.5.fa.gz,93.79,0.897,6050239,43339
EHA03651_bin.395.fa.gz,58.35,2.06,1221872,3487
EHA01826_bin.50.fa.gz,74.82,1.71,1786579,2572
EHA00650_bin.11.fa.gz,70.27,1.209,1359628,4052
EHA01824_bin.15.fa.gz,90.46,1.96,3148815,72892
